directory,label
imageData/Nonagon_fb1f8b2e-2a8d-11ea-8123-8363a7ec19e6.png,3
imageData/Hexagon_95d6bf6e-2a95-11ea-8123-8363a7ec19e6.png,2
imageData/Square_037dc95e-2a91-11ea-8123-8363a7ec19e6.png,6
imageData/Triangle_2f39dc38-2a94-11ea-8123-8363a7ec19e6.png,8
imageData/Square_398778f2-2a9a-11ea-8123-8363a7ec19e6.png,6
imageData/Pentagon_58c802e6-2a85-11ea-8123-8363a7ec19e6.png,5
imageData/Nonagon_7c7bc60c-2a92-11ea-8123-8363a7ec19e6.png,3
imageData/Hexagon_57a5d31c-2a89-11ea-8123-8363a7ec19e6.png,2
imageData/Star_830ba9ce-2a92-11ea-8123-8363a7ec19e6.png,7
imageData/Square_445d701c-2a8e-11ea-8123-8363a7ec19e6.png,6
imageData/Octagon_f2c2394c-2a8b-11ea-8123-8363a7ec19e6.png,4
imageData/Pentagon_c9cf0840-2a85-11ea-8123-8363a7ec19e6.png,5
imageData/Square_0ffa5ffc-2a92-11ea-8123-8363a7ec19e6.png,6
imageData/Nonagon_a6baa058-2a8f-11ea-8123-8363a7ec19e6.png,3
imageData/Octagon_50dbdb4c-2a9a-11ea-8123-8363a7ec19e6.png,4
imageData/Nonagon_924f2e40-2a99-11ea-8123-8363a7ec19e6.png,3
imageData/Square_ad3f44b8-2a91-11ea-8123-8363a7ec19e6.png,6
imageData/Square_81b7ea7a-2a8c-11ea-8123-8363a7ec19e6.png,6
imageData/Square_92a7035a-2a8e-11ea-8123-8363a7ec19e6.png,6
imageData/Heptagon_028ffd16-2a8a-11ea-8123-8363a7ec19e6.png,1
imageData/Nonagon_3ab0f002-2a98-11ea-8123-8363a7ec19e6.png,3
imageData/Star_a1455cac-2a8b-11ea-8123-8363a7ec19e6.png,7
imageData/Pentagon_fa19df62-2a98-11ea-8123-8363a7ec19e6.png,5
imageData/Octagon_56a0d92e-2a90-11ea-8123-8363a7ec19e6.png,4
imageData/Square_f8f25408-2a92-11ea-8123-8363a7ec19e6.png,6
imageData/Hexagon_64562908-2a8a-11ea-8123-8363a7ec19e6.png,2
imageData/Square_b70bf5e6-2a95-11ea-8123-8363a7ec19e6.png,6
imageData/Octagon_426b8954-2a9a-11ea-8123-8363a7ec19e6.png,4
imageData/Nonagon_565905ca-2a97-11ea-8123-8363a7ec19e6.png,3
imageData/Octagon_2bd295d2-2a88-11ea-8123-8363a7ec19e6.png,4
imageData/Star_08af9e4e-2a8b-11ea-8123-8363a7ec19e6.png,7
imageData/Square_8a7a16ac-2a95-11ea-8123-8363a7ec19e6.png,6
imageData/Heptagon_b17f3c9a-2a96-11ea-8123-8363a7ec19e6.png,1
imageData/Nonagon_c1d10caa-2a8b-11ea-8123-8363a7ec19e6.png,3
imageData/Nonagon_04f13fc4-2a86-11ea-8123-8363a7ec19e6.png,3
imageData/Pentagon_a9abe258-2a9a-11ea-8123-8363a7ec19e6.png,5
imageData/Triangle_33e72c34-2a91-11ea-8123-8363a7ec19e6.png,8
imageData/Hexagon_0c1a7a86-2a90-11ea-8123-8363a7ec19e6.png,2
imageData/Pentagon_f35a9880-2a87-11ea-8123-8363a7ec19e6.png,5
imageData/Hexagon_cf05c88c-2a8d-11ea-8123-8363a7ec19e6.png,2
imageData/Square_e238354e-2a91-11ea-8123-8363a7ec19e6.png,6
imageData/Heptagon_535b9492-2a91-11ea-8123-8363a7ec19e6.png,1
imageData/Octagon_07c02ee6-2a8f-11ea-8123-8363a7ec19e6.png,4
imageData/Star_85e31538-2a97-11ea-8123-8363a7ec19e6.png,7
imageData/Square_c4df00b0-2a94-11ea-8123-8363a7ec19e6.png,6
imageData/Pentagon_51c62ec4-2a89-11ea-8123-8363a7ec19e6.png,5
imageData/Star_6ee29e8c-2a90-11ea-8123-8363a7ec19e6.png,7
imageData/Triangle_0c8c611e-2a8b-11ea-8123-8363a7ec19e6.png,8
imageData/Heptagon_60363522-2a8d-11ea-8123-8363a7ec19e6.png,1
imageData/Square_c3573978-2a9a-11ea-8123-8363a7ec19e6.png,6
imageData/Square_2edb0cd0-2a99-11ea-8123-8363a7ec19e6.png,6
imageData/Square_1e080ae6-2a87-11ea-8123-8363a7ec19e6.png,6
imageData/Pentagon_40c84594-2a98-11ea-8123-8363a7ec19e6.png,5
imageData/Triangle_e14dfd6e-2a99-11ea-8123-8363a7ec19e6.png,8
imageData/Hexagon_6f098eb4-2a92-11ea-8123-8363a7ec19e6.png,2
imageData/Pentagon_ad973296-2a90-11ea-8123-8363a7ec19e6.png,5
imageData/Triangle_bc1ab318-2a8d-11ea-8123-8363a7ec19e6.png,8
imageData/Heptagon_54d3e46e-2a87-11ea-8123-8363a7ec19e6.png,1
imageData/Pentagon_ceb1c08e-2a88-11ea-8123-8363a7ec19e6.png,5
imageData/Star_f191b958-2a95-11ea-8123-8363a7ec19e6.png,7
imageData/Hexagon_dcc43434-2a99-11ea-8123-8363a7ec19e6.png,2
imageData/Heptagon_53d05c5e-2a83-11ea-8123-8363a7ec19e6.png,1
imageData/Nonagon_d69fd564-2a93-11ea-8123-8363a7ec19e6.png,3
imageData/Triangle_e25ecc6a-2a8f-11ea-8123-8363a7ec19e6.png,8
imageData/Octagon_858e6c6a-2a90-11ea-8123-8363a7ec19e6.png,4
imageData/Star_9be83e32-2a86-11ea-8123-8363a7ec19e6.png,7
imageData/Square_66185200-2a8c-11ea-8123-8363a7ec19e6.png,6
imageData/Heptagon_3442ff84-2a85-11ea-8123-8363a7ec19e6.png,1
imageData/Triangle_39716b18-2a89-11ea-8123-8363a7ec19e6.png,8
imageData/Triangle_8120e0a0-2a94-11ea-8123-8363a7ec19e6.png,8
imageData/Octagon_e405c05a-2a94-11ea-8123-8363a7ec19e6.png,4
imageData/Hexagon_51e26efc-2a90-11ea-8123-8363a7ec19e6.png,2
imageData/Pentagon_ed7f6bee-2a95-11ea-8123-8363a7ec19e6.png,5
imageData/Nonagon_dd5d715e-2a8e-11ea-8123-8363a7ec19e6.png,3
imageData/Pentagon_45441f7c-2a88-11ea-8123-8363a7ec19e6.png,5
imageData/Octagon_e9e1838a-2a83-11ea-8123-8363a7ec19e6.png,4
imageData/Octagon_54b5c878-2a8f-11ea-8123-8363a7ec19e6.png,4
imageData/Star_758080ce-2a90-11ea-8123-8363a7ec19e6.png,7
imageData/Square_2406260a-2a99-11ea-8123-8363a7ec19e6.png,6
imageData/Star_62b7b116-2a99-11ea-8123-8363a7ec19e6.png,7
imageData/Hexagon_b07839b8-2a83-11ea-8123-8363a7ec19e6.png,2
imageData/Star_5eeafa6c-2a8e-11ea-8123-8363a7ec19e6.png,7
imageData/Triangle_e5ce5ca4-2a93-11ea-8123-8363a7ec19e6.png,8
imageData/Nonagon_e31855f0-2a84-11ea-8123-8363a7ec19e6.png,3
imageData/Square_d163313a-2a99-11ea-8123-8363a7ec19e6.png,6
imageData/Hexagon_cdb66b10-2a99-11ea-8123-8363a7ec19e6.png,2
imageData/Heptagon_7aaf42a0-2a87-11ea-8123-8363a7ec19e6.png,1
imageData/Heptagon_46c0e978-2a99-11ea-8123-8363a7ec19e6.png,1
imageData/Octagon_60c6fb2c-2a95-11ea-8123-8363a7ec19e6.png,4
imageData/Pentagon_82dacd4c-2a95-11ea-8123-8363a7ec19e6.png,5
imageData/Square_c8e27f1a-2a8b-11ea-8123-8363a7ec19e6.png,6
imageData/Nonagon_48dc5310-2a84-11ea-8123-8363a7ec19e6.png,3
imageData/Pentagon_bb4752c6-2a87-11ea-8123-8363a7ec19e6.png,5
