directory,label
hand-drawn-shapes-dataset/data/user.u06/images/ellipse/ellipse.u06.0086.png,0
hand-drawn-shapes-dataset/data/user.u06/images/ellipse/ellipse.u06.0051.png,0
hand-drawn-shapes-dataset/data/user.u06/images/ellipse/ellipse.u06.0045.png,0
hand-drawn-shapes-dataset/data/user.u06/images/ellipse/ellipse.u06.0079.png,0
hand-drawn-shapes-dataset/data/user.u06/images/ellipse/ellipse.u06.0078.png,0
hand-drawn-shapes-dataset/data/user.u06/images/ellipse/ellipse.u06.0044.png,0
hand-drawn-shapes-dataset/data/user.u06/images/ellipse/ellipse.u06.0050.png,0
hand-drawn-shapes-dataset/data/user.u06/images/ellipse/ellipse.u06.0087.png,0
hand-drawn-shapes-dataset/data/user.u06/images/ellipse/ellipse.u06.0085.png,0
hand-drawn-shapes-dataset/data/user.u06/images/ellipse/ellipse.u06.0046.png,0
hand-drawn-shapes-dataset/data/user.u06/images/ellipse/ellipse.u06.0052.png,0
hand-drawn-shapes-dataset/data/user.u06/images/ellipse/ellipse.u06.0053.png,0
hand-drawn-shapes-dataset/data/user.u06/images/ellipse/ellipse.u06.0047.png,0
hand-drawn-shapes-dataset/data/user.u06/images/ellipse/ellipse.u06.0090.png,0
hand-drawn-shapes-dataset/data/user.u06/images/ellipse/ellipse.u06.0084.png,0
hand-drawn-shapes-dataset/data/user.u06/images/ellipse/ellipse.u06.0080.png,0
hand-drawn-shapes-dataset/data/user.u06/images/ellipse/ellipse.u06.0043.png,0
hand-drawn-shapes-dataset/data/user.u06/images/ellipse/ellipse.u06.0057.png,0
hand-drawn-shapes-dataset/data/user.u06/images/ellipse/ellipse.u06.0056.png,0
hand-drawn-shapes-dataset/data/user.u06/images/ellipse/ellipse.u06.0042.png,0
hand-drawn-shapes-dataset/data/user.u06/images/ellipse/ellipse.u06.0081.png,0
hand-drawn-shapes-dataset/data/user.u06/images/ellipse/ellipse.u06.0083.png,0
hand-drawn-shapes-dataset/data/user.u06/images/ellipse/ellipse.u06.0068.png,0
hand-drawn-shapes-dataset/data/user.u06/images/ellipse/ellipse.u06.0054.png,0
hand-drawn-shapes-dataset/data/user.u06/images/ellipse/ellipse.u06.0040.png,0
